valor1,valor2,valor3,valor4,valor5,valor6,valor7,monto,no pago
S,sergio,Y,Y,2,x,2,34,0
A,pepe,T,T,1,c,1,10,0
A,jojo,U,U,2,v,2,21,0
S,sergio,Y,Y,3,b,3,42,0
S,sergio,Y,Y,4,n,4,28,0
S,sergio,Y,Y,5,q,5,14,0
A,sergio,Y,Y,6,w,6,31,0
A,sergio,T,T,7,e,7,67,0
S,pepe,T,T,8,r,8,8,0
A,jojo,T,T,9,t,9,5,0
S,pepe,T,T,0,y,0,4,0
A,sergio,T,T,9,u,9,5,0
S,sergio,U,U,12,i,12,44,0
S,jojo,U,U,11,o,11,32,0
S,pepe,U,U,23,p,23,67,0
S,sergio,U,U,21,l,21,88,0
A,pepe,U,U,2,k,2,93,0
A,sergio,Y,Y,21,j,21,34,0
A,jojo,T,T,54,h,54,45,0
A,sergio,Y,Y,56,g,56,5,0
A,sergio,U,U,76,f,76,76,0
S,sergio,Y,Y,78,d,78,30,0
A,jojo,U,U,98,s,98,4,0
S,sergio,Y,Y,76,a,76,34,0
A,pepe,T,T,54,z,54,10,0
A,jojo,U,U,32,x,32,21,0
S,jojo,T,T,34,c,34,72,0
S,sergio,T,T,56,v,56,35,0
S,sergio,U,U,7,b,7,42,0
S,sergio,U,U,8,n,8,28,0
S,sergio,U,U,9,q,9,14,0
A,sergio,U,U,8,w,8,31,0
A,sergio,U,U,7,e,7,67,0
S,pepe,U,U,6,r,6,8,0
A,jojo,Y,Y,5,t,5,5,0
S,pepe,T,T,4,y,4,4,0
A,sergio,Y,Y,3,u,3,5,0
S,sergio,U,U,2,i,2,44,0
S,jojo,Y,Y,1,o,1,32,0
S,pepe,T,T,2,p,2,67,0
S,sergio,Y,Y,3,l,3,88,0
A,pepe,U,U,4,k,4,93,0
A,sergio,U,U,5,j,5,34,0
A,jojo,Y,Y,6,h,6,45,0
A,sergio,T,T,7,g,7,5,0
A,sergio,Y,Y,7,f,7,76,0
S,sergio,Y,Y,77,d,77,30,0
A,jojo,U,U,56,s,56,4,0
S,sergio,Y,Y,54,a,54,34,0
A,pepe,T,T,34,z,34,10,0
A,jojo,U,U,32,x,32,21,0
S,sergio,Y,Y,14,c,14,42,0
S,sergio,Y,Y,16,v,16,28,0
S,sergio,Y,Y,18,b,18,14,0
A,sergio,Y,Y,19,n,19,31,0
A,sergio,T,T,1,q,1,67,0
S,pepe,T,T,2,w,2,8,0
A,jojo,T,T,3,e,3,5,0
S,pepe,T,T,4,r,4,4,0
A,sergio,T,T,5,t,5,5,0
S,sergio,U,U,6,y,6,44,0
S,jojo,U,U,7,u,7,32,0
S,pepe,U,U,6,i,6,67,0
S,sergio,U,U,5,o,5,88,0
A,pepe,U,U,4,p,4,93,0
A,sergio,Y,Y,3,l,3,34,0
A,jojo,T,T,2,k,2,45,0
A,sergio,Y,Y,1,j,1,5,0
A,sergio,U,U,2,h,2,76,0
S,sergio,Y,Y,3,g,3,30,0
A,jojo,U,U,4,f,4,4,0
S,sergio,Y,Y,5,d,5,34,0
A,pepe,T,T,6,s,6,10,0
A,jojo,U,U,7,a,7,21,0
S,jojo,T,T,8,z,8,72,0
S,sergio,T,T,9,x,9,35,0
S,sergio,U,U,0,c,0,42,0
S,sergio,U,U,9,v,9,28,0
S,sergio,U,U,12,b,12,14,0
A,sergio,U,U,11,n,11,31,0
A,sergio,U,U,23,q,23,67,0
S,pepe,U,U,21,w,21,8,0
A,jojo,Y,Y,2,e,2,5,0
S,pepe,T,T,21,r,21,4,0
A,sergio,Y,Y,54,t,54,5,0
S,sergio,U,U,56,y,56,44,0
S,jojo,Y,Y,76,u,76,32,0
S,pepe,T,T,78,i,78,67,0
S,sergio,Y,Y,98,o,98,88,0
A,pepe,U,U,76,p,76,93,0
A,sergio,U,U,54,l,54,34,0
A,jojo,Y,Y,32,k,32,45,0
A,sergio,T,T,34,j,34,5,0
A,sergio,Y,Y,56,h,56,76,0
S,sergio,Y,Y,7,g,7,30,0
A,jojo,U,U,8,f,8,4,0
S,sergio,Y,Y,9,d,9,34,0
A,pepe,T,T,8,s,8,10,0
A,jojo,U,U,7,a,7,21,0
S,sergio,Y,Y,6,z,6,42,0
S,sergio,Y,Y,5,x,5,28,0
S,sergio,Y,Y,4,c,4,14,0
A,sergio,Y,Y,3,v,3,31,0
A,sergio,T,T,2,b,2,67,0
S,pepe,T,T,1,n,1,8,0
A,jojo,T,T,2,q,2,5,0
S,pepe,T,T,3,w,3,4,0
A,sergio,T,T,4,e,4,5,0
S,sergio,U,U,5,r,5,44,0
S,jojo,U,U,6,t,6,32,0
S,pepe,U,U,7,y,7,67,0
S,sergio,U,U,7,u,7,88,0
A,pepe,U,U,77,i,77,93,0
A,sergio,Y,Y,56,o,56,34,0
A,jojo,T,T,54,p,54,45,0
A,sergio,Y,Y,34,l,34,5,0
A,sergio,U,U,32,k,32,76,0
S,sergio,Y,Y,14,j,14,30,0
A,jojo,U,U,16,h,16,4,0
S,sergio,Y,Y,18,g,18,34,0
A,pepe,T,T,19,f,19,10,0
A,jojo,U,U,1,d,1,21,0
S,jojo,T,T,2,s,2,72,0
S,sergio,T,T,3,a,3,35,0
S,sergio,U,U,4,z,4,42,0
S,sergio,U,U,5,x,5,28,0
S,sergio,U,U,6,c,6,14,0
A,sergio,U,U,7,v,7,31,0
A,sergio,U,U,6,b,6,67,0
S,pepe,U,U,5,n,5,8,0
A,jojo,Y,Y,4,q,4,5,0
S,pepe,T,T,3,w,3,4,0
A,sergio,Y,Y,2,e,2,5,0
S,sergio,U,U,1,r,1,44,0
S,jojo,Y,Y,2,t,2,32,0
S,pepe,T,T,3,y,3,67,0
S,sergio,Y,Y,4,u,4,88,0
A,pepe,U,U,5,i,5,93,0
A,sergio,U,U,6,o,6,34,0
A,jojo,Y,Y,7,p,7,45,0
A,sergio,T,T,8,l,8,5,0
A,sergio,Y,Y,9,k,9,76,0
S,sergio,Y,Y,0,j,0,30,0
A,jojo,U,U,9,h,9,4,0
S,sergio,Y,Y,12,g,12,34,0
A,pepe,T,T,11,f,11,10,0
A,jojo,U,U,23,d,23,21,0
S,sergio,Y,Y,21,s,21,42,0
S,sergio,Y,Y,2,a,2,28,0
S,sergio,Y,Y,21,z,21,14,0
A,sergio,Y,Y,54,x,54,31,0
A,sergio,T,T,56,c,56,67,0
S,pepe,T,T,76,v,76,8,0
A,jojo,T,T,78,b,78,5,0
S,pepe,T,T,98,n,98,4,0
A,sergio,T,T,76,m,76,5,0
S,sergio,U,U,54,q,54,44,0
S,jojo,U,U,32,w,32,32,0
S,pepe,U,U,34,e,34,67,0
S,sergio,U,U,56,r,56,88,0
A,pepe,U,U,7,t,7,93,0
A,sergio,Y,Y,8,y,8,34,0
A,jojo,T,T,9,u,9,45,0
A,sergio,Y,Y,8,i,8,5,0
A,sergio,U,U,7,o,7,76,0
S,sergio,Y,Y,6,p,6,30,0
A,jojo,U,U,5,l,5,4,0
S,sergio,Y,Y,4,k,4,34,0
A,pepe,T,T,3,j,3,10,0
A,jojo,U,U,2,h,2,21,0
S,jojo,T,T,1,g,1,72,0
S,sergio,T,T,2,f,2,35,0
S,sergio,U,U,3,d,3,42,0
S,sergio,U,U,4,s,4,28,0
S,sergio,U,U,5,a,5,14,0
A,sergio,U,U,6,z,6,31,0
A,sergio,U,U,7,x,7,67,0
S,pepe,U,U,7,c,7,8,0
A,jojo,Y,Y,77,v,77,5,0
S,pepe,T,T,56,b,56,4,0
A,sergio,Y,Y,54,n,54,5,0
S,sergio,U,U,34,m,34,44,0
S,jojo,Y,Y,32,q,32,32,0
S,pepe,T,T,14,w,14,67,0
S,sergio,Y,Y,16,e,16,88,0
A,pepe,U,U,18,r,18,93,0
A,sergio,U,U,19,t,19,34,0
A,jojo,Y,Y,1,y,1,45,0
A,sergio,T,T,2,u,2,5,0
A,sergio,Y,Y,3,i,3,76,0
S,sergio,Y,Y,4,o,4,30,0
A,jojo,U,U,5,p,5,4,0
S,sergio,Y,Y,6,l,6,34,0
A,pepe,T,T,7,k,7,10,0
A,jojo,U,U,6,j,6,21,0
S,sergio,Y,Y,5,h,5,42,0
S,sergio,Y,Y,4,g,4,28,0
S,sergio,Y,Y,3,f,3,14,0
A,sergio,Y,Y,2,d,2,31,0
A,sergio,T,T,1,s,1,67,0
S,pepe,T,T,2,a,2,8,0
A,jojo,T,T,3,z,3,5,0
S,pepe,T,T,4,x,4,4,0
A,sergio,T,T,5,c,5,5,0
S,sergio,U,U,6,v,6,44,0
S,jojo,U,U,7,b,7,32,0
S,pepe,U,U,8,n,8,67,0
S,sergio,U,U,9,q,9,88,0
A,pepe,U,U,0,w,0,93,0
A,sergio,Y,Y,9,e,9,34,0
A,jojo,T,T,12,r,12,45,0
A,sergio,Y,Y,11,t,11,5,0
A,sergio,U,U,23,y,23,76,0
S,sergio,Y,Y,21,u,21,30,0
A,jojo,U,U,2,i,2,4,0
S,sergio,Y,Y,21,o,21,34,0
A,pepe,T,T,54,p,54,10,0
A,jojo,U,U,56,l,56,21,0
S,jojo,T,T,76,k,76,72,0
S,sergio,T,T,78,j,78,35,0
S,sergio,U,U,98,h,98,42,0
S,sergio,U,U,76,g,76,28,0
S,sergio,U,U,54,f,54,14,0
A,sergio,U,U,32,d,32,31,0
A,sergio,U,U,34,s,34,67,0
S,pepe,U,U,56,a,56,8,0
A,jojo,Y,Y,7,z,7,5,0
S,pepe,T,T,8,x,8,4,0
A,sergio,Y,Y,9,c,9,5,0
S,sergio,U,U,8,v,8,44,0
S,jojo,Y,Y,7,b,7,32,0
S,pepe,T,T,6,n,6,67,0
S,sergio,Y,Y,5,q,5,88,0
A,pepe,U,U,4,w,4,93,0
A,sergio,U,U,3,e,3,34,0
A,jojo,Y,Y,2,r,2,45,0
A,sergio,T,T,1,t,1,5,0
A,sergio,Y,Y,2,y,2,76,0
S,sergio,Y,Y,3,u,3,30,0
A,jojo,U,U,4,i,4,4,0
S,sergio,Y,Y,5,o,5,34,0
A,pepe,T,T,6,p,6,10,0
A,jojo,U,U,7,l,7,21,0
S,sergio,Y,Y,7,k,7,42,0
S,sergio,Y,Y,77,j,77,28,0
S,sergio,Y,Y,56,h,56,14,0
A,sergio,Y,Y,54,g,54,31,0
A,sergio,T,T,34,f,34,67,0
S,pepe,T,T,32,d,32,8,0
A,jojo,T,T,14,s,14,5,0
S,pepe,T,T,16,a,16,4,0
A,sergio,T,T,18,z,18,5,0
S,sergio,U,U,19,x,19,44,0
S,jojo,U,U,1,c,1,32,0
S,pepe,U,U,2,v,2,67,0
S,sergio,U,U,3,b,3,88,0
A,pepe,U,U,4,n,4,93,0
A,sergio,Y,Y,5,q,5,34,0
A,jojo,T,T,6,w,6,45,0
A,sergio,Y,Y,7,e,7,5,0
A,sergio,U,U,6,r,6,76,0
S,sergio,Y,Y,5,t,5,30,0
A,jojo,U,U,4,y,4,4,0
S,sergio,Y,Y,3,u,3,34,0
A,pepe,T,T,2,i,2,10,0
A,jojo,U,U,1,o,1,21,0
S,jojo,T,T,2,p,2,72,0
S,sergio,T,T,3,l,3,35,0
S,sergio,U,U,4,k,4,42,0
S,sergio,U,U,5,j,5,28,0
S,sergio,U,U,6,h,6,14,0
A,sergio,U,U,7,g,7,31,0
A,sergio,U,U,8,f,8,67,0
S,pepe,U,U,9,d,9,8,0
A,jojo,Y,Y,0,s,0,5,0
S,pepe,T,T,9,a,9,4,0
A,sergio,Y,Y,12,z,12,5,0
S,sergio,U,U,11,x,11,44,0
S,jojo,Y,Y,23,c,23,32,0
S,pepe,T,T,21,v,21,67,0
S,sergio,Y,Y,2,b,2,88,0
A,pepe,U,U,21,n,21,93,0
A,sergio,U,U,54,q,54,34,0
A,jojo,Y,Y,56,w,56,45,0
A,sergio,T,T,76,e,76,5,0
A,sergio,Y,Y,78,r,78,76,0
S,sergio,Y,Y,98,t,98,30,0
A,jojo,U,U,76,y,76,4,0
S,sergio,Y,Y,54,u,54,34,0
A,pepe,T,T,32,i,32,10,0
A,jojo,U,U,34,o,34,21,0
S,sergio,Y,Y,56,p,56,42,0
S,sergio,Y,Y,7,l,7,28,0
S,sergio,Y,Y,8,k,8,14,0
A,sergio,Y,Y,9,j,9,31,0
A,sergio,T,T,8,h,8,67,0
S,pepe,T,T,7,g,7,8,0
A,jojo,T,T,6,f,6,5,0
S,pepe,T,T,5,d,5,4,0
A,sergio,T,T,4,s,4,5,0
S,sergio,U,U,3,a,3,44,0
S,jojo,U,U,2,z,2,32,0
S,pepe,U,U,1,x,1,67,0
S,sergio,U,U,2,c,2,88,0
A,pepe,U,U,3,v,3,93,0
A,sergio,Y,Y,4,b,4,34,0
A,jojo,T,T,5,n,5,45,0
A,sergio,Y,Y,6,q,6,5,0
A,sergio,U,U,7,w,7,76,0
S,sergio,Y,Y,7,e,7,30,0
A,jojo,U,U,77,r,77,4,0
S,sergio,Y,Y,56,t,56,34,0
A,pepe,T,T,54,y,54,10,0
A,jojo,U,U,34,u,34,21,0
S,jojo,T,T,32,i,32,72,0
S,sergio,T,T,14,o,14,35,0
S,sergio,U,U,16,p,16,42,0
S,sergio,U,U,18,l,18,28,0
S,sergio,U,U,19,k,19,14,0
A,sergio,U,U,43,j,43,31,0
A,sergio,U,U,1,h,1,67,0
S,pepe,U,U,2,g,2,8,0
A,jojo,Y,Y,3,f,3,5,0
S,pepe,T,T,4,d,4,4,0
A,sergio,Y,Y,5,s,5,5,0
S,sergio,U,U,6,a,6,44,0
S,jojo,Y,Y,7,z,7,32,0
S,pepe,T,T,6,x,6,67,0
S,sergio,Y,Y,5,c,5,88,0
A,pepe,U,U,4,v,4,93,0
A,sergio,U,U,3,b,3,34,0
A,jojo,Y,Y,2,n,2,45,0
A,sergio,T,T,1,q,1,5,0
A,sergio,Y,Y,2,w,2,76,0
S,sergio,Y,Y,3,e,3,30,0
A,jojo,U,U,4,r,4,4,0
S,sergio,Y,Y,5,t,5,34,0
A,pepe,T,T,6,y,6,10,0
A,jojo,U,U,7,u,7,21,0
S,sergio,Y,Y,8,i,8,42,0
S,sergio,Y,Y,9,o,9,28,0
S,sergio,Y,Y,0,p,0,14,0
A,sergio,Y,Y,9,l,9,31,0
A,sergio,T,T,12,k,12,67,0
S,pepe,T,T,11,j,11,8,0
A,jojo,T,T,23,h,23,5,0
S,pepe,T,T,21,g,21,4,0
A,sergio,T,T,2,f,2,5,0
S,sergio,U,U,21,d,21,44,0
S,jojo,U,U,54,s,54,32,0
S,pepe,U,U,56,a,56,67,0
S,sergio,U,U,76,z,76,88,0
A,pepe,U,U,78,x,78,93,0
A,sergio,Y,Y,98,c,98,34,0
A,jojo,T,T,76,v,76,45,0
A,sergio,Y,Y,54,b,54,5,0
A,sergio,U,U,32,n,32,76,0
S,sergio,Y,Y,34,q,34,30,0
A,jojo,U,U,56,w,56,4,0
S,sergio,Y,Y,7,e,7,34,0
A,pepe,T,T,8,r,8,10,0
A,jojo,U,U,9,t,9,21,0
S,jojo,T,T,8,y,8,72,0
S,sergio,T,T,7,u,7,35,0
S,sergio,U,U,6,i,6,42,0
S,sergio,U,U,5,o,5,28,0
S,sergio,U,U,4,p,4,14,0
A,sergio,U,U,3,l,3,31,0
A,sergio,U,U,2,k,2,67,0
S,pepe,U,U,1,j,1,8,0
A,jojo,Y,Y,2,h,2,5,0
S,pepe,T,T,3,g,3,4,0
A,sergio,Y,Y,4,f,4,5,0
S,sergio,U,U,5,d,5,44,0
S,jojo,Y,Y,6,s,6,32,0
S,pepe,T,T,7,a,7,67,0
S,sergio,Y,Y,7,z,7,88,0
A,pepe,U,U,77,x,77,93,0
A,sergio,U,U,56,c,56,34,0
A,jojo,Y,Y,54,v,54,45,0
A,sergio,T,T,34,b,34,5,0
A,sergio,Y,Y,32,n,32,76,0
S,sergio,Y,Y,14,q,14,30,0
A,jojo,U,U,16,w,16,4,0
S,sergio,Y,Y,18,e,18,34,0
A,pepe,T,T,19,r,19,10,0
A,jojo,U,U,1,t,1,21,0
S,sergio,Y,Y,2,y,2,42,0
S,sergio,Y,Y,3,u,3,28,0
S,sergio,Y,Y,4,i,4,14,0
A,sergio,Y,Y,5,o,5,31,0
A,sergio,T,T,6,p,6,67,0
S,pepe,T,T,7,l,7,8,0
A,jojo,T,T,6,k,6,5,0
S,pepe,T,T,5,j,5,4,0
A,sergio,T,T,4,h,4,5,0
S,sergio,U,U,3,g,3,44,0
S,jojo,U,U,2,f,2,32,0
S,pepe,U,U,1,d,1,67,0
S,sergio,U,U,2,s,2,88,0
A,pepe,U,U,3,a,3,93,0
A,sergio,Y,Y,4,z,4,34,0
A,jojo,T,T,5,x,5,45,0
A,sergio,Y,Y,6,c,6,5,0
A,sergio,U,U,7,v,7,76,0
S,sergio,Y,Y,8,b,8,30,0
A,jojo,U,U,9,n,9,4,0
S,sergio,Y,Y,0,q,0,34,0
A,pepe,T,T,9,w,9,10,0
A,jojo,U,U,12,e,12,21,0
S,jojo,T,T,11,r,11,72,0
S,sergio,T,T,23,t,23,35,0
S,sergio,U,U,21,y,21,42,0
S,sergio,U,U,2,u,2,28,0
S,sergio,U,U,21,i,21,14,0
A,sergio,U,U,54,o,54,31,0
A,sergio,U,U,56,p,56,67,0
S,pepe,U,U,76,l,76,8,0
A,jojo,Y,Y,78,k,78,5,0
S,pepe,T,T,98,j,98,4,0
A,sergio,Y,Y,76,h,76,5,0
S,sergio,U,U,54,g,54,44,0
S,jojo,Y,Y,32,f,32,32,0
S,pepe,T,T,34,d,34,67,0
S,sergio,Y,Y,56,s,56,88,0
A,pepe,U,U,7,a,7,93,0
A,sergio,U,U,8,z,8,34,0
A,jojo,Y,Y,9,x,9,45,0
A,sergio,T,T,8,c,8,5,0
A,sergio,Y,Y,7,v,7,76,0
S,sergio,Y,Y,6,b,6,30,0
A,jojo,U,U,5,n,5,4,0
S,sergio,Y,Y,4,q,4,34,0
A,pepe,T,T,3,w,3,10,0
A,jojo,U,U,2,e,2,21,0
S,sergio,Y,Y,1,r,1,42,0
S,sergio,Y,Y,2,t,2,28,0
S,sergio,Y,Y,3,y,3,14,0
A,sergio,Y,Y,4,u,4,31,0
A,sergio,T,T,5,i,5,67,0
S,pepe,T,T,6,o,6,8,0
A,jojo,T,T,7,p,7,5,0
S,pepe,T,T,7,l,7,4,0
A,sergio,T,T,77,k,77,5,0
S,sergio,U,U,56,j,56,44,0
S,jojo,U,U,54,h,54,32,0
S,pepe,U,U,34,g,34,67,0
S,sergio,U,U,32,f,32,88,0
A,pepe,U,U,14,d,14,93,0
A,sergio,Y,Y,16,s,16,34,0
A,jojo,T,T,18,a,18,45,0
A,sergio,Y,Y,19,z,19,5,0
A,sergio,U,U,1,x,1,76,0
S,sergio,Y,Y,2,c,2,30,0
A,jojo,U,U,3,v,3,4,0
S,sergio,Y,Y,4,b,4,34,0
A,pepe,T,T,5,n,5,10,0
A,jojo,U,U,6,q,6,21,0
S,jojo,T,T,7,w,7,72,0
S,sergio,T,T,6,e,6,35,0
S,sergio,U,U,5,r,5,42,0
S,sergio,U,U,4,t,4,28,0
S,sergio,U,U,3,y,3,14,0
A,sergio,U,U,2,u,2,31,0
A,sergio,U,U,1,i,1,67,0
S,pepe,U,U,2,o,2,8,0
A,jojo,Y,Y,3,p,3,5,0
S,pepe,T,T,4,l,4,4,0
A,sergio,Y,Y,5,k,5,5,0
S,sergio,U,U,6,j,6,44,0
S,jojo,Y,Y,7,h,7,32,0
S,pepe,T,T,8,g,8,67,0
S,sergio,Y,Y,9,f,9,88,0
A,pepe,U,U,0,d,0,93,0
A,sergio,U,U,9,s,9,34,0
A,jojo,Y,Y,12,a,12,45,0
A,sergio,T,T,11,z,11,5,0
A,sergio,Y,Y,23,x,23,76,0
S,sergio,Y,Y,21,c,21,30,0
A,jojo,U,U,2,v,2,4,0
S,sergio,Y,Y,21,b,21,34,0
A,pepe,T,T,54,n,54,10,0
A,jojo,U,U,56,q,56,21,0
S,sergio,Y,Y,76,w,76,42,0
S,sergio,Y,Y,78,e,78,28,0
S,sergio,Y,Y,98,r,98,14,0
A,sergio,Y,Y,76,t,76,31,0
A,sergio,T,T,54,y,54,67,0
S,pepe,T,T,32,u,32,8,0
A,jojo,T,T,34,i,34,5,0
S,pepe,T,T,56,o,56,4,0
A,sergio,T,T,7,p,7,5,0
S,sergio,U,U,8,l,8,44,0
S,jojo,U,U,9,k,9,32,0
S,pepe,U,U,8,j,8,67,0
S,sergio,U,U,7,h,7,88,0
A,pepe,U,U,6,g,6,93,0
A,sergio,Y,Y,5,f,5,34,0
A,jojo,T,T,4,d,4,45,0
A,sergio,Y,Y,3,s,3,5,0
A,sergio,U,U,2,a,2,76,0
S,sergio,Y,Y,1,z,1,30,0
A,jojo,U,U,2,x,2,4,0
S,sergio,Y,Y,3,c,3,34,0
A,pepe,T,T,4,v,4,10,0
A,jojo,U,U,5,b,5,21,0
S,jojo,T,T,6,n,6,72,0
S,sergio,T,T,7,q,7,35,0
S,sergio,U,U,7,w,7,42,0
S,sergio,U,U,77,e,77,28,0
S,sergio,U,U,56,r,56,14,0
A,sergio,U,U,54,t,54,31,0
A,sergio,U,U,34,y,34,67,0
S,pepe,U,U,32,u,32,8,0
A,jojo,Y,Y,14,i,14,5,0
S,pepe,T,T,16,o,16,4,0
A,sergio,Y,Y,18,p,18,5,0
S,sergio,U,U,19,l,19,44,0
S,jojo,Y,Y,1,k,1,32,0
S,pepe,T,T,2,j,2,67,0
S,sergio,Y,Y,3,h,3,88,0
A,pepe,U,U,4,g,4,93,0
A,sergio,U,U,5,f,5,34,0
A,jojo,Y,Y,6,d,6,45,0
A,sergio,T,T,7,s,7,5,0
A,sergio,Y,Y,6,a,6,76,0
S,sergio,Y,Y,5,z,5,30,0
A,jojo,U,U,4,x,4,4,0
S,sergio,Y,Y,3,c,3,34,0
A,pepe,T,T,2,v,2,10,0
A,jojo,U,U,1,b,1,21,0
S,sergio,Y,Y,2,n,2,42,0
S,sergio,Y,Y,3,q,3,28,0
S,sergio,Y,Y,4,w,4,14,0
A,sergio,Y,Y,5,e,5,31,0
A,sergio,T,T,6,r,6,67,0
S,pepe,T,T,7,t,7,8,0
A,jojo,T,T,8,y,8,5,0
S,pepe,T,T,9,u,9,4,0
A,sergio,T,T,0,i,0,5,0
S,sergio,U,U,9,o,9,44,0
S,jojo,U,U,12,p,12,32,0
S,pepe,U,U,11,l,11,67,0
S,sergio,U,U,23,k,23,88,0
A,pepe,U,U,21,j,21,93,0
A,sergio,Y,Y,2,h,2,34,0
A,jojo,T,T,21,g,21,45,0
A,sergio,Y,Y,54,f,54,5,0
A,sergio,U,U,56,d,56,76,0
S,sergio,Y,Y,76,s,76,30,0
A,jojo,U,U,78,a,78,4,0
S,sergio,Y,Y,98,z,98,34,0
A,pepe,T,T,76,x,76,10,0
A,jojo,U,U,54,c,54,21,0
S,jojo,T,T,32,v,32,72,0
S,sergio,T,T,34,b,34,35,0
S,sergio,U,U,56,n,56,42,0
S,sergio,U,U,7,m,7,28,0
S,sergio,U,U,8,q,8,14,0
A,sergio,U,U,9,w,9,31,0
A,sergio,U,U,8,e,8,67,0
S,pepe,U,U,7,r,7,8,0
A,jojo,Y,Y,6,t,6,5,0
S,pepe,T,T,5,y,5,4,0
A,sergio,Y,Y,4,u,4,5,0
S,sergio,U,U,3,i,3,44,0
S,jojo,Y,Y,2,o,2,32,0
S,pepe,T,T,1,p,1,67,0
S,sergio,Y,Y,2,l,2,88,0
A,pepe,U,U,3,k,3,93,0
A,sergio,U,U,4,j,4,34,0
A,jojo,Y,Y,5,h,5,45,0
A,sergio,T,T,6,g,6,5,0
A,sergio,Y,Y,7,f,7,76,0
S,sergio,Y,Y,7,d,7,30,0
A,jojo,U,U,77,s,77,4,0
S,sergio,Y,Y,56,a,56,34,0
A,pepe,T,T,54,z,54,10,0
A,jojo,U,U,34,x,34,21,0
S,sergio,Y,Y,32,c,32,42,0
S,sergio,Y,Y,14,v,14,28,0
S,sergio,Y,Y,16,b,16,14,0
A,sergio,Y,Y,18,n,18,31,0
A,sergio,T,T,19,m,19,67,0
S,pepe,T,T,1,q,1,8,0
A,jojo,T,T,2,w,2,5,0
S,pepe,T,T,3,e,3,4,0
A,sergio,T,T,4,r,4,5,0
S,sergio,U,U,5,t,5,44,0
S,jojo,U,U,6,y,6,32,0
S,pepe,U,U,7,u,7,67,0
S,sergio,U,U,6,i,6,88,0
A,pepe,U,U,5,o,5,93,0
A,sergio,Y,Y,4,p,4,34,0
A,jojo,T,T,3,l,3,45,0
A,sergio,Y,Y,2,k,2,5,0
A,sergio,U,U,1,j,1,76,0
S,sergio,Y,Y,2,h,2,30,0
A,jojo,U,U,3,g,3,4,0
S,sergio,Y,Y,4,f,4,34,0
A,pepe,T,T,5,d,5,10,0
A,jojo,U,U,6,s,6,21,0
S,jojo,T,T,7,a,7,72,0
S,sergio,T,T,8,z,8,35,0
S,sergio,U,U,9,x,9,42,0
S,sergio,U,U,0,c,0,28,0
S,sergio,U,U,9,v,9,14,0
A,sergio,U,U,12,b,12,31,0
A,sergio,U,U,11,n,11,67,0
S,pepe,U,U,23,q,23,8,0
A,jojo,Y,Y,21,w,21,5,0
S,pepe,T,T,2,e,2,4,0
A,sergio,Y,Y,21,r,21,5,0
S,sergio,U,U,54,t,54,44,0
S,jojo,Y,Y,56,y,56,32,0
S,pepe,T,T,76,u,76,67,0
S,sergio,Y,Y,78,i,78,88,0
A,pepe,U,U,98,o,98,93,0
A,sergio,U,U,76,p,76,34,0
A,jojo,Y,Y,54,l,54,45,0
A,sergio,T,T,32,k,32,5,0
A,sergio,Y,Y,34,j,34,76,0
S,sergio,Y,Y,56,h,56,30,0
A,jojo,U,U,7,g,7,4,0
S,sergio,Y,Y,8,f,8,34,0
A,pepe,T,T,9,d,9,10,0
A,jojo,U,U,8,s,8,21,0
S,sergio,Y,Y,7,a,7,42,0
S,sergio,Y,Y,6,z,6,28,0
S,sergio,Y,Y,5,x,5,14,0
A,sergio,Y,Y,4,c,4,31,0
A,sergio,T,T,3,v,3,67,0
S,pepe,T,T,2,b,2,8,0
A,jojo,T,T,1,n,1,5,0
S,pepe,T,T,2,q,2,4,0
A,sergio,T,T,3,w,3,5,0
S,sergio,U,U,4,e,4,44,0
S,jojo,U,U,5,r,5,32,0
S,pepe,U,U,6,t,6,67,0
S,sergio,U,U,7,y,7,88,0
A,pepe,U,U,7,u,7,93,0
A,sergio,Y,Y,77,i,77,34,0
A,jojo,T,T,56,o,56,45,0
A,sergio,Y,Y,54,p,54,5,0
A,sergio,U,U,34,l,34,76,0
S,sergio,Y,Y,32,k,32,30,0
A,jojo,U,U,14,j,14,4,0
S,sergio,Y,Y,16,h,16,34,0
A,pepe,T,T,18,g,18,10,0
A,jojo,U,U,19,f,19,21,0
S,jojo,T,T,1,d,1,72,0
S,sergio,T,T,2,s,2,35,0
S,sergio,U,U,3,a,3,42,0
S,sergio,U,U,4,z,4,28,0
S,sergio,U,U,5,x,5,14,0
A,sergio,U,U,6,c,6,31,0
A,sergio,U,U,7,v,7,67,0
S,pepe,U,U,6,b,6,8,0
A,jojo,Y,Y,5,n,5,5,0
S,pepe,T,T,4,q,4,4,0
A,sergio,Y,Y,3,w,3,5,0
S,sergio,U,U,2,e,2,44,0
S,jojo,Y,Y,1,r,1,32,0
S,pepe,T,T,2,t,2,67,0
S,sergio,Y,Y,3,y,3,88,0
A,pepe,U,U,4,u,4,93,0
A,sergio,U,U,5,i,5,34,0
A,jojo,Y,Y,6,o,6,45,0
A,sergio,T,T,7,p,7,5,0
A,sergio,Y,Y,8,l,8,76,0
S,sergio,Y,Y,9,k,9,30,0
A,jojo,U,U,0,j,0,4,0
S,sergio,Y,Y,9,h,9,34,0
A,pepe,T,T,12,g,12,10,0
A,jojo,U,U,11,f,11,21,0
